"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.04.2024","6.402,54","6.523,71","6.523,71","6.364,42","","-1,86%"
"01.04.2024","6.523,71","6.358,41","6.523,71","6.358,41","","2,60%"
"29.03.2024","6.358,41","6.370,64","6.370,64","6.257,76","","-0,19%"
"28.03.2024","6.370,64","6.219,80","6.444,81","6.219,80","","2,43%"
"27.03.2024","6.219,80","6.425,41","6.425,41","6.219,80","","-3,20%"
"26.03.2024","6.425,41","6.508,89","6.577,86","6.394,18","","-1,28%"
"25.03.2024","6.508,89","6.648,50","6.673,34","6.507,21","","-2,10%"
"22.03.2024","6.648,50","6.727,05","6.751,59","6.618,05","","-1,17%"
"21.03.2024","6.727,05","6.754,09","6.863,05","6.726,59","","-0,40%"
"20.03.2024","6.754,09","6.722,78","6.758,86","6.666,54","","0,47%"
"19.03.2024","6.722,78","6.794,38","6.816,76","6.722,78","","-1,05%"
"18.03.2024","6.794,38","6.627,25","6.795,32","6.627,25","","2,52%"
"15.03.2024","6.627,25","6.595,40","6.631,61","6.498,71","","0,48%"
"14.03.2024","6.595,40","6.704,23","6.704,23","6.528,37","","-1,62%"
"13.03.2024","6.704,23","6.708,78","6.788,65","6.687,98","","-0,07%"
"12.03.2024","6.708,78","6.716,35","6.804,79","6.675,83","","-0,11%"
"11.03.2024","6.716,35","6.618,25","6.716,35","6.545,87","","1,48%"
"08.03.2024","6.618,25","6.473,21","6.638,06","6.473,21","","2,24%"
"07.03.2024","6.473,21","6.623,69","6.684,07","6.473,21","","-2,27%"
"06.03.2024","6.623,69","6.688,38","6.689,79","6.534,53","","-0,97%"
"05.03.2024","6.688,38","6.694,17","6.764,52","6.631,56","","-0,09%"
"04.03.2024","6.694,17","6.658,24","6.746,48","6.590,67","","0,54%"
"01.03.2024","6.658,24","6.470,56","6.673,88","6.470,56","","2,90%"
"29.02.2024","6.470,56","6.153,53","6.470,56","6.153,53","","5,15%"
"28.02.2024","6.153,53","6.396,98","6.515,01","6.153,53","","-3,81%"
"27.02.2024","6.396,98","6.129,46","6.396,98","6.078,53","","4,36%"
"26.02.2024","6.129,46","6.098,56","6.207,38","6.080,81","","0,51%"
"23.02.2024","6.098,56","6.067,41","6.104,71","6.016,97","","0,51%"
"22.02.2024","6.067,41","5.963,72","6.104,08","5.963,72","","1,74%"
"21.02.2024","5.963,72","5.954,18","6.085,01","5.865,87","","0,16%"
"20.02.2024","5.954,18","5.995,41","5.995,41","5.873,71","","-0,69%"
"19.02.2024","5.995,41","5.851,69","5.995,41","5.851,69","","2,46%"
"08.02.2024","5.851,69","5.703,37","5.949,28","5.703,37","","2,60%"
"07.02.2024","5.703,37","5.554,16","5.740,32","5.540,23","","2,69%"
"06.02.2024","5.554,16","5.197,71","5.556,30","5.164,65","","6,86%"
"05.02.2024","5.197,71","5.273,74","5.331,12","4.949,78","","-1,44%"
"02.02.2024","5.273,74","5.468,86","5.508,20","5.116,72","","-3,57%"
"01.02.2024","5.468,86","5.378,55","5.578,41","5.340,76","","1,68%"
"31.01.2024","5.378,55","5.558,85","5.558,85","5.378,55","","-3,24%"
"30.01.2024","5.558,85","5.739,85","5.754,05","5.553,24","","-3,15%"
"29.01.2024","5.739,85","5.906,41","5.951,99","5.739,85","","-2,82%"
"26.01.2024","5.906,41","6.056,19","6.056,19","5.900,78","","-2,47%"
"25.01.2024","6.056,19","5.929,50","6.073,96","5.873,37","","2,14%"
"24.01.2024","5.929,50","5.924,94","5.945,20","5.732,47","","0,08%"
"23.01.2024","5.924,94","5.820,33","5.957,55","5.755,30","","1,80%"
"22.01.2024","5.820,33","6.036,62","6.036,62","5.772,57","","-3,58%"
"19.01.2024","6.036,62","6.089,35","6.122,17","6.031,22","","-0,87%"
"18.01.2024","6.089,35","5.988,30","6.092,09","5.881,60","","1,69%"
"17.01.2024","5.988,30","6.134,53","6.134,53","5.988,30","","-2,38%"
"16.01.2024","6.134,53","6.141,64","6.153,31","6.041,81","","-0,12%"
"15.01.2024","6.141,64","6.146,40","6.220,81","6.097,41","","-0,08%"
"12.01.2024","6.146,40","6.223,98","6.227,24","6.146,40","","-1,25%"
"11.01.2024","6.223,98","6.120,85","6.249,59","6.120,85","","1,68%"
"10.01.2024","6.120,85","6.183,46","6.213,80","6.074,13","","-1,01%"
"09.01.2024","6.183,46","6.208,40","6.268,20","6.137,38","","-0,40%"
"08.01.2024","6.208,40","6.376,08","6.379,88","6.208,40","","-2,63%"
"05.01.2024","6.376,08","6.465,79","6.503,48","6.339,28","","-1,39%"
"04.01.2024","6.465,79","6.563,72","6.563,72","6.438,30","","-1,49%"
"03.01.2024","6.563,72","6.699,94","6.699,94","6.525,11","","-2,03%"
"02.01.2024","6.699,94","6.826,08","6.826,08","6.699,94","","-1,85%"
"29.12.2023","6.826,08","6.760,14","6.832,58","6.755,63","","0,98%"
"28.12.2023","6.760,14","6.588,90","6.789,08","6.564,67","","2,60%"
"27.12.2023","6.588,90","6.515,49","6.618,56","6.515,49","","1,13%"
"26.12.2023","6.515,49","6.656,48","6.656,48","6.487,05","","-2,12%"
"25.12.2023","6.656,48","6.644,91","6.692,99","6.621,50","","0,17%"
"22.12.2023","6.644,91","6.733,25","6.733,25","6.622,03","","-1,31%"
"21.12.2023","6.733,25","6.670,37","6.776,58","6.628,14","","0,94%"
"20.12.2023","6.670,37","6.804,44","6.804,44","6.669,24","","-1,97%"
"19.12.2023","6.804,44","6.745,59","6.855,28","6.729,91","","0,87%"
"18.12.2023","6.745,59","6.832,11","6.832,11","6.728,75","","-1,27%"
"15.12.2023","6.832,11","6.887,30","6.925,90","6.819,90","","-0,80%"
"14.12.2023","6.887,30","6.919,03","7.004,08","6.885,10","","-0,46%"
"13.12.2023","6.919,03","7.001,44","7.026,03","6.919,03","","-1,18%"
"12.12.2023","7.001,44","7.025,13","7.037,13","6.966,34","","-0,34%"
"11.12.2023","7.025,13","6.932,31","7.034,54","6.831,67","","1,34%"
"08.12.2023","6.932,31","6.764,01","6.939,23","6.764,01","","2,49%"
"07.12.2023","6.764,01","6.770,35","6.804,14","6.703,48","","-0,09%"
"06.12.2023","6.770,35","6.763,31","6.813,56","6.737,76","","0,10%"
"05.12.2023","6.763,31","6.946,57","6.946,57","6.763,31","","-2,64%"
"04.12.2023","6.946,57","6.967,73","7.019,86","6.946,57","","-0,30%"
"01.12.2023","6.967,73","6.902,96","6.981,47","6.854,08","","0,94%"
"30.11.2023","6.902,96","6.920,56","6.920,56","6.847,46","","-0,25%"
"29.11.2023","6.920,56","6.940,38","6.990,55","6.920,56","","-0,29%"
"28.11.2023","6.940,38","6.919,05","6.961,68","6.881,59","","0,31%"
"27.11.2023","6.919,05","6.870,78","6.936,31","6.852,93","","0,70%"
"24.11.2023","6.870,78","6.936,55","6.940,00","6.860,91","","-1,93%"
"23.11.2023","7.005,73","6.962,41","7.013,11","6.904,99","","0,62%"
"22.11.2023","6.962,41","7.071,24","7.071,24","6.962,41","","-1,54%"
"21.11.2023","7.071,24","7.151,81","7.190,27","7.060,90","","-1,13%"
"20.11.2023","7.151,81","7.145,26","7.188,87","7.074,08","","0,09%"
"17.11.2023","7.145,26","7.117,91","7.167,85","7.093,30","","0,38%"
"16.11.2023","7.117,91","7.224,41","7.224,41","7.117,91","","-1,47%"
"15.11.2023","7.224,41","7.219,23","7.297,26","7.207,64","","0,07%"
"14.11.2023","7.219,23","7.171,45","7.233,20","7.156,49","","0,67%"
"13.11.2023","7.171,45","7.107,65","7.216,89","7.107,65","","-0,40%"
"10.11.2023","7.200,38","7.135,21","7.200,38","7.073,85","","0,91%"
"09.11.2023","7.135,21","7.177,09","7.222,56","7.112,56","","-0,58%"
"08.11.2023","7.177,09","7.162,99","7.243,15","7.130,38","","0,20%"
"07.11.2023","7.162,99","7.126,74","7.186,10","7.092,43","","0,51%"
"06.11.2023","7.126,74","6.920,38","7.140,55","6.920,38","","2,98%"
"03.11.2023","6.920,38","6.751,53","6.944,33","6.751,53","","2,50%"
"02.11.2023","6.751,53","6.810,96","6.861,00","6.749,38","","-0,87%"
"01.11.2023","6.810,96","6.867,83","6.895,02","6.807,96","","-0,83%"
"31.10.2023","6.867,83","6.903,68","6.951,31","6.818,86","","-0,52%"
"30.10.2023","6.903,68","6.700,28","6.924,79","6.700,28","","3,04%"
"27.10.2023","6.700,28","6.615,53","6.729,07","6.548,55","","1,28%"
"26.10.2023","6.615,53","6.629,84","6.629,84","6.523,19","","-0,22%"
"25.10.2023","6.629,84","6.607,64","6.688,41","6.606,46","","0,34%"
"24.10.2023","6.607,64","6.538,18","6.679,27","6.503,78","","1,06%"
"23.10.2023","6.538,18","6.687,46","6.687,46","6.502,24","","-2,23%"
"20.10.2023","6.687,46","6.849,47","6.849,47","6.679,56","","-2,37%"
"19.10.2023","6.849,47","6.891,75","6.977,96","6.849,47","","-0,61%"
"18.10.2023","6.891,75","7.005,54","7.005,54","6.858,50","","-1,62%"
"17.10.2023","7.005,54","6.984,08","7.018,56","6.930,65","","0,31%"
"16.10.2023","6.984,08","7.124,74","7.124,74","6.955,46","","-1,97%"
"13.10.2023","7.124,74","7.178,03","7.178,03","7.091,53","","-0,74%"
"12.10.2023","7.178,03","7.160,53","7.218,96","7.127,19","","0,24%"
"11.10.2023","7.160,53","7.080,84","7.215,95","7.075,47","","1,13%"
"10.10.2023","7.080,84","7.058,78","7.118,40","7.058,48","","0,31%"
"09.10.2023","7.058,78","7.011,76","7.087,80","6.965,04","","0,67%"
"28.09.2023","7.011,76","6.946,97","7.030,84","6.938,06","","0,93%"
"27.09.2023","6.946,97","6.944,62","7.012,38","6.936,45","","0,03%"
"26.09.2023","6.944,62","6.931,94","7.024,81","6.926,49","","0,18%"
"25.09.2023","6.931,94","7.020,57","7.020,57","6.918,01","","-1,26%"
"22.09.2023","7.020,57","6.813,85","7.023,35","6.807,47","","3,03%"
"21.09.2023","6.813,85","6.844,03","6.876,11","6.806,18","","-0,44%"
"20.09.2023","6.844,03","6.911,92","6.938,86","6.842,83","","-0,98%"
"19.09.2023","6.911,92","6.983,60","6.983,60","6.873,10","","-1,03%"
"18.09.2023","6.983,60","7.022,28","7.057,23","6.965,62","","-0,55%"
"15.09.2023","7.022,28","7.022,56","7.108,73","6.971,82","","0,00%"
"14.09.2023","7.022,56","7.106,82","7.106,82","6.987,65","","-1,19%"
"13.09.2023","7.106,82","7.240,37","7.240,37","7.052,78","","-1,84%"
"12.09.2023","7.240,37","7.274,86","7.293,57","7.236,06","","-0,47%"
"11.09.2023","7.274,86","7.214,22","7.345,99","7.176,76","","0,84%"
"08.09.2023","7.214,22","7.212,08","7.252,54","7.167,01","","0,03%"
"07.09.2023","7.212,08","7.412,71","7.412,71","7.212,08","","-2,71%"
"06.09.2023","7.412,71","7.370,14","7.424,93","7.298,03","","0,58%"
"05.09.2023","7.370,14","7.427,14","7.466,66","7.354,91","","-0,77%"
"04.09.2023","7.427,14","7.375,38","7.427,95","7.342,38","","0,70%"
"01.09.2023","7.375,38","7.424,53","7.473,53","7.336,27","","-0,66%"
"31.08.2023","7.424,53","7.404,13","7.488,04","7.356,98","","0,28%"
"30.08.2023","7.404,13","7.231,29","7.477,72","7.231,29","","2,39%"
"29.08.2023","7.231,29","6.989,03","7.262,11","6.986,57","","3,47%"
"28.08.2023","6.989,03","6.941,55","7.326,86","6.941,55","","0,68%"
"25.08.2023","6.941,55","7.133,51","7.133,51","6.902,59","","-2,69%"
"24.08.2023","7.133,51","7.077,83","7.224,49","7.077,83","","0,79%"
"23.08.2023","7.077,83","7.290,07","7.290,07","7.077,83","","-2,91%"
"22.08.2023","7.290,07","7.179,29","7.308,10","7.099,71","","1,54%"
"21.08.2023","7.179,29","7.266,27","7.305,88","7.179,29","","-1,20%"
"18.08.2023","7.266,27","7.394,73","7.443,64","7.266,27","","-1,74%"
"17.08.2023","7.394,73","7.363,08","7.427,68","7.305,15","","0,43%"
"16.08.2023","7.363,08","7.565,00","7.565,00","7.363,08","","-2,67%"
"15.08.2023","7.565,00","7.678,26","7.692,94","7.493,48","","-1,48%"
"14.08.2023","7.678,26","7.669,91","7.682,02","7.572,75","","0,11%"
"11.08.2023","7.669,91","7.848,87","7.850,83","7.669,91","","-2,28%"
"10.08.2023","7.848,87","7.838,49","7.873,68","7.802,87","","0,13%"
"09.08.2023","7.838,49","7.935,91","7.947,54","7.830,20","","-1,23%"
"08.08.2023","7.935,91","7.983,08","8.000,85","7.935,91","","-0,59%"
"07.08.2023","7.983,08","8.003,02","8.021,78","7.965,45","","-0,25%"
"04.08.2023","8.003,02","7.940,47","8.043,42","7.940,47","","0,79%"
"03.08.2023","7.940,47","7.913,80","7.950,32","7.869,11","","0,34%"
"02.08.2023","7.913,80","7.894,31","7.947,54","7.872,54","","0,25%"
"01.08.2023","7.894,31","7.862,76","7.916,83","7.820,73","","0,40%"
"31.07.2023","7.862,76","7.804,00","7.909,56","7.774,86","","0,75%"
"28.07.2023","7.804,00","7.703,19","7.814,81","7.674,13","","1,31%"
"27.07.2023","7.703,19","7.809,03","7.809,03","7.686,22","","-1,36%"
"26.07.2023","7.809,03","7.894,42","7.894,42","7.784,73","","-1,08%"
"25.07.2023","7.894,42","7.765,42","7.906,90","7.765,42","","1,66%"
"24.07.2023","7.765,42","7.768,99","7.865,53","7.743,92","","-0,05%"
"21.07.2023","7.768,99","7.825,50","7.848,57","7.738,45","","-0,72%"
"20.07.2023","7.825,50","8.018,84","8.018,84","7.816,90","","-2,41%"
"19.07.2023","8.018,84","8.073,57","8.157,94","7.989,57","","-0,68%"
"18.07.2023","8.073,57","8.139,08","8.177,14","8.071,08","","-0,80%"
"17.07.2023","8.139,08","8.157,16","8.165,96","8.091,42","","-0,22%"
"14.07.2023","8.157,16","8.086,93","8.213,47","8.086,93","","0,87%"
"13.07.2023","8.086,93","7.948,03","8.107,79","7.948,03","","1,75%"
"12.07.2023","7.948,03","8.128,84","8.128,84","7.939,17","","-2,22%"
"11.07.2023","8.128,84","7.981,73","8.136,51","7.981,73","","1,84%"
"10.07.2023","7.981,73","8.002,69","8.035,01","7.957,78","","-0,26%"
"07.07.2023","8.002,69","8.115,84","8.115,84","7.914,98","","-1,39%"
"06.07.2023","8.115,84","8.096,22","8.216,18","8.083,46","","0,24%"
"05.07.2023","8.096,22","8.188,97","8.210,43","8.084,87","","-1,13%"
"04.07.2023","8.188,97","8.073,72","8.249,41","8.047,09","","1,43%"
"03.07.2023","8.073,72","8.066,47","8.140,65","7.971,03","","0,09%"
"30.06.2023","8.066,47","7.992,44","8.092,56","7.950,10","","0,93%"
"29.06.2023","7.992,44","8.010,32","8.061,88","7.949,26","","-0,22%"
"28.06.2023","8.010,32","8.105,68","8.105,68","7.865,46","","-1,18%"
"27.06.2023","8.105,68","8.079,23","8.144,56","8.051,56","","0,33%"
"26.06.2023","8.079,23","8.325,84","8.325,84","8.061,44","","-2,96%"
"21.06.2023","8.325,84","8.666,98","8.666,98","8.324,75","","-3,94%"
"20.06.2023","8.666,98","8.550,06","8.702,61","8.510,96","","1,37%"
"19.06.2023","8.550,06","8.459,37","8.566,39","8.384,73","","1,07%"
"16.06.2023","8.459,37","8.277,83","8.462,63","8.240,76","","2,19%"
"15.06.2023","8.277,83","8.250,41","8.278,78","8.207,13","","0,33%"
"14.06.2023","8.250,41","8.250,33","8.284,33","8.198,95","","0,00%"
"13.06.2023","8.250,33","8.090,54","8.272,82","8.030,08","","1,98%"
"12.06.2023","8.090,54","8.053,90","8.117,91","8.011,83","","0,45%"
"09.06.2023","8.053,90","7.902,40","8.053,90","7.854,56","","1,92%"
"08.06.2023","7.902,40","7.996,92","7.996,92","7.855,40","","-1,18%"
"07.06.2023","7.996,92","7.994,91","8.049,17","7.968,19","","0,03%"
"06.06.2023","7.994,91","8.225,89","8.225,89","7.976,73","","-2,81%"
"05.06.2023","8.225,89","8.223,00","8.326,87","8.205,91","","0,04%"
"02.06.2023","8.223,00","8.202,52","8.265,34","8.177,57","","0,25%"
"01.06.2023","8.202,52","8.147,87","8.274,37","8.078,23","","0,67%"
"31.05.2023","8.147,87","8.119,16","8.158,60","8.057,15","","0,35%"
"30.05.2023","8.119,16","8.051,82","8.124,62","7.953,76","","0,84%"
"29.05.2023","8.051,82","8.074,60","8.163,43","8.037,59","","-0,28%"
"26.05.2023","8.074,60","8.006,37","8.086,21","7.973,92","","0,85%"
"25.05.2023","8.006,37","7.964,45","8.037,35","7.894,43","","0,53%"
"24.05.2023","7.964,45","7.976,74","8.064,16","7.904,78","","-0,15%"
"23.05.2023","7.976,74","8.094,63","8.094,63","7.976,74","","-1,46%"
"22.05.2023","8.094,63","8.165,56","8.206,53","8.041,17","","-0,87%"
"19.05.2023","8.165,56","8.117,51","8.214,77","8.109,63","","0,59%"
"18.05.2023","8.117,51","8.030,93","8.151,01","8.030,93","","1,08%"
"17.05.2023","8.030,93","7.989,00","8.082,65","7.979,29","","0,52%"
"16.05.2023","7.989,00","8.010,41","8.067,65","7.963,40","","-0,27%"
"15.05.2023","8.010,41","7.894,88","8.010,41","7.855,86","","1,46%"
"12.05.2023","7.894,88","7.996,79","8.038,47","7.894,88","","-1,27%"
"11.05.2023","7.996,79","8.012,34","8.108,50","7.996,79","","-0,19%"
"10.05.2023","8.012,34","8.100,31","8.119,03","7.947,20","","-1,09%"
"09.05.2023","8.100,31","8.160,12","8.247,98","8.099,06","","-0,73%"
"08.05.2023","8.160,12","8.099,88","8.185,72","8.065,09","","0,74%"
"05.05.2023","8.099,88","8.194,77","8.218,38","8.083,47","","-1,16%"
"04.05.2023","8.194,77","8.377,11","8.377,11","8.159,50","","-2,18%"
"28.04.2023","8.377,11","8.244,57","8.384,39","8.244,57","","1,61%"
"27.04.2023","8.244,57","8.319,39","8.399,68","8.185,17","","-0,90%"
"26.04.2023","8.319,39","8.442,99","8.469,18","8.247,37","","-1,46%"
"25.04.2023","8.442,99","8.591,22","8.596,75","8.360,40","","-1,73%"
"24.04.2023","8.591,22","8.779,59","8.779,59","8.533,60","","-2,15%"
"21.04.2023","8.779,59","9.195,33","9.198,63","8.779,59","","-4,52%"
"20.04.2023","9.195,33","9.039,18","9.196,52","9.030,99","","1,73%"
"19.04.2023","9.039,18","9.077,22","9.193,42","9.017,03","","-0,42%"
"18.04.2023","9.077,22","9.119,33","9.133,28","8.955,95","","-0,46%"
"17.04.2023","9.119,33","9.135,36","9.207,64","9.074,87","","-0,18%"
"14.04.2023","9.135,36","8.945,43","9.165,22","8.852,80","","2,12%"
"13.04.2023","8.945,43","9.227,58","9.227,58","8.933,48","","-3,06%"
"12.04.2023","9.227,58","9.129,62","9.283,75","9.077,68","","1,07%"
"11.04.2023","9.129,62","9.131,99","9.222,87","9.033,93","","-0,03%"
"10.04.2023","9.131,99","9.477,82","9.477,82","9.100,13","","-3,65%"
"07.04.2023","9.477,82","9.407,09","9.482,75","9.359,89","","0,75%"
"06.04.2023","9.407,09","9.281,03","9.520,37","9.228,99","","1,36%"
"04.04.2023","9.281,03","9.313,35","9.400,48","9.172,46","","-0,35%"
"03.04.2023","9.313,35","8.942,72","9.316,93","8.942,72","","4,14%"
"31.03.2023","8.942,72","8.787,49","8.947,20","8.716,27","","1,77%"
"30.03.2023","8.787,49","8.748,79","8.830,70","8.686,06","","0,44%"
"29.03.2023","8.748,79","8.548,64","8.851,61","8.520,22","","2,34%"
"28.03.2023","8.548,64","8.720,06","8.737,93","8.535,35","","-1,97%"
"27.03.2023","8.720,06","8.743,65","8.830,25","8.610,25","","-0,27%"
"24.03.2023","8.743,65","8.672,18","8.747,69","8.598,00","","0,82%"
"23.03.2023","8.672,18","8.369,90","8.672,18","8.369,90","","3,61%"
"22.03.2023","8.369,90","8.341,52","8.387,77","8.306,54","","0,34%"
"21.03.2023","8.341,52","8.335,61","8.361,75","8.274,14","","0,07%"
"20.03.2023","8.335,61","8.295,90","8.424,88","8.254,00","","0,48%"
"17.03.2023","8.295,90","8.148,06","8.385,67","8.148,06","","1,81%"
"16.03.2023","8.148,06","8.298,11","8.298,11","8.130,69","","-1,81%"
"15.03.2023","8.298,11","8.355,19","8.468,30","8.292,29","","-0,68%"
"14.03.2023","8.355,19","8.331,39","8.388,63","8.188,48","","0,29%"
"13.03.2023","8.331,39","8.247,11","8.331,39","8.231,02","","1,02%"
"10.03.2023","8.247,11","8.325,52","8.351,90","8.228,41","","-0,94%"
"09.03.2023","8.325,52","8.297,79","8.368,28","8.273,14","","0,33%"
"08.03.2023","8.297,79","8.235,60","8.297,90","8.222,75","","0,76%"
"07.03.2023","8.235,60","8.440,27","8.440,27","8.235,02","","-2,42%"
"06.03.2023","8.440,27","8.355,43","8.478,86","8.305,57","","1,02%"
"03.03.2023","8.355,43","8.307,85","8.405,92","8.269,21","","0,57%"
"02.03.2023","8.307,85","8.350,74","8.398,97","8.297,88","","-0,51%"
"01.03.2023","8.350,74","8.252,04","8.369,04","8.236,40","","1,20%"
"28.02.2023","8.252,04","8.190,87","8.285,60","8.151,05","","0,75%"
"27.02.2023","8.190,87","8.261,80","8.297,27","8.176,02","","-0,86%"
"24.02.2023","8.261,80","8.304,79","8.352,17","8.235,11","","-0,52%"
"23.02.2023","8.304,79","8.311,75","8.349,78","8.270,66","","-0,08%"
"22.02.2023","8.311,75","8.336,27","8.345,75","8.260,91","","-0,29%"
"21.02.2023","8.336,27","8.343,49","8.382,54","8.270,60","","-0,09%"
"20.02.2023","8.343,49","8.186,83","8.347,84","8.162,55","","1,91%"
"17.02.2023","8.186,83","8.474,46","8.474,46","8.186,83","","-3,39%"
"16.02.2023","8.474,46","8.640,69","8.733,09","8.425,15","","-1,92%"
"15.02.2023","8.640,69","8.513,01","8.643,66","8.513,01","","1,50%"
"14.02.2023","8.513,01","8.523,68","8.605,54","8.463,21","","-0,13%"
"13.02.2023","8.523,68","8.490,23","8.538,49","8.439,79","","0,39%"
"10.02.2023","8.490,23","8.581,67","8.599,16","8.444,61","","-1,07%"
"09.02.2023","8.581,67","8.357,33","8.583,27","8.294,70","","2,68%"
"08.02.2023","8.357,33","8.430,03","8.473,97","8.349,53","","-0,86%"
"07.02.2023","8.430,03","8.485,39","8.494,37","8.392,22","","-0,65%"
"06.02.2023","8.485,39","8.548,70","8.590,40","8.436,76","","-0,74%"
"03.02.2023","8.548,70","8.535,37","8.564,06","8.401,79","","0,16%"
"02.02.2023","8.535,37","8.464,82","8.623,51","8.464,82","","0,83%"
"01.02.2023","8.464,82","8.352,84","8.464,82","8.344,54","","1,34%"
"31.01.2023","8.352,84","8.496,91","8.496,91","8.346,68","","-1,70%"
"30.01.2023","8.496,91","8.415,75","8.585,57","8.415,75","","0,96%"
"20.01.2023","8.415,75","8.347,47","8.420,64","8.347,47","","0,82%"
"19.01.2023","8.347,47","8.184,10","8.348,04","8.163,94","","2,00%"
"18.01.2023","8.184,10","8.138,98","8.212,40","8.133,51","","0,55%"
"17.01.2023","8.138,98","8.029,92","8.173,47","8.029,92","","1,36%"
"16.01.2023","8.029,92","7.819,08","8.086,27","7.818,26","","2,70%"
"13.01.2023","7.819,08","7.841,19","7.851,40","7.754,31","","-0,28%"
"12.01.2023","7.841,19","7.812,40","7.874,56","7.784,83","","0,37%"
"11.01.2023","7.812,40","7.911,69","7.957,05","7.807,06","","-1,25%"
"10.01.2023","7.911,69","7.858,40","7.963,83","7.858,40","","0,68%"
"09.01.2023","7.858,40","7.827,09","7.927,84","7.812,30","","0,40%"
"06.01.2023","7.827,09","7.758,21","7.887,97","7.751,53","","0,89%"
"05.01.2023","7.758,21","7.692,61","7.788,99","7.679,34","","0,85%"
"04.01.2023","7.692,61","7.782,93","7.809,67","7.639,65","","-1,16%"
"03.01.2023","7.782,93","7.630,36","7.791,05","7.585,09","","2,00%"
"30.12.2022","7.630,36","7.660,27","7.729,18","7.624,58","","-0,39%"
"29.12.2022","7.660,27","7.627,76","7.725,38","7.609,86","","0,43%"
"28.12.2022","7.627,76","7.689,28","7.689,28","7.618,25","","-0,80%"
"27.12.2022","7.689,28","7.601,43","7.703,31","7.592,46","","1,16%"
"26.12.2022","7.601,43","7.387,70","7.607,45","7.387,70","","2,89%"
"23.12.2022","7.387,70","7.451,35","7.451,35","7.331,35","","-0,85%"
"22.12.2022","7.451,35","7.570,17","7.596,80","7.427,13","","-1,57%"
"21.12.2022","7.570,17","7.673,76","7.692,65","7.533,64","","-1,35%"
"20.12.2022","7.673,76","7.731,32","7.752,71","7.637,21","","-0,74%"
"19.12.2022","7.731,32","7.881,70","7.882,99","7.706,74","","-1,91%"
"16.12.2022","7.881,70","8.014,33","8.014,33","7.838,89","","-1,65%"
"15.12.2022","8.014,33","7.917,98","8.037,87","7.872,84","","1,22%"
"14.12.2022","7.917,98","7.937,29","8.064,73","7.903,41","","-0,24%"
"13.12.2022","7.937,29","8.089,78","8.089,78","7.935,51","","-1,88%"
"12.12.2022","8.089,78","8.006,09","8.137,96","7.950,28","","1,05%"
"09.12.2022","8.006,09","7.965,14","8.023,42","7.933,77","","0,51%"
"08.12.2022","7.965,14","8.054,31","8.054,31","7.950,42","","-1,11%"
"07.12.2022","8.054,31","8.098,13","8.107,72","8.025,17","","-0,54%"
"06.12.2022","8.098,13","8.009,62","8.155,85","7.997,42","","1,11%"
"05.12.2022","8.009,62","8.033,15","8.078,49","7.959,73","","-0,29%"
"02.12.2022","8.033,15","8.095,77","8.167,83","8.033,15","","-0,77%"
"01.12.2022","8.095,77","7.954,04","8.134,61","7.954,04","","1,78%"
"30.11.2022","7.954,04","7.950,17","7.965,97","7.880,29","","0,05%"
"29.11.2022","7.950,17","7.872,72","7.980,37","7.834,41","","-0,38%"
"28.11.2022","7.980,36","7.980,36","7.980,36","7.980,36","","0,00%"
"25.11.2022","7.980,36","8.108,66","8.108,66","7.976,11","","-1,58%"
"24.11.2022","8.108,66","8.198,70","8.243,29","8.096,83","","-1,10%"
"23.11.2022","8.198,70","8.180,32","8.242,68","8.039,68","","0,22%"
"22.11.2022","8.180,32","8.271,86","8.287,86","8.156,03","","-1,11%"
"21.11.2022","8.271,86","8.298,32","8.314,46","8.168,22","","-0,32%"
"18.11.2022","8.298,32","8.414,13","8.475,23","8.290,72","","-1,38%"
"17.11.2022","8.414,13","8.288,51","8.414,13","8.132,79","","1,52%"
"16.11.2022","8.288,51","8.399,09","8.414,74","8.271,33","","-1,32%"
"15.11.2022","8.399,09","8.089,67","8.407,60","8.077,85","","3,82%"
"14.11.2022","8.089,67","8.133,76","8.175,95","8.041,86","","-0,54%"
"11.11.2022","8.133,76","8.066,48","8.335,95","8.066,48","","0,83%"
"10.11.2022","8.066,48","8.245,17","8.245,17","8.032,05","","-2,17%"
"09.11.2022","8.245,17","8.345,67","8.359,75","8.237,84","","-1,20%"
"08.11.2022","8.345,67","8.406,59","8.406,59","8.282,99","","-0,72%"
"07.11.2022","8.406,59","8.472,89","8.543,86","8.375,33","","-0,78%"
"04.11.2022","8.472,89","8.295,22","8.491,76","8.295,01","","2,14%"
"03.11.2022","8.295,22","8.260,34","8.356,17","8.220,06","","0,42%"
"02.11.2022","8.260,34","8.198,25","8.282,67","8.171,97","","0,76%"
"01.11.2022","8.198,25","8.027,40","8.234,47","8.004,56","","2,13%"
"31.10.2022","8.027,40","7.939,52","8.112,67","7.886,64","","1,11%"
"28.10.2022","7.939,52","8.109,98","8.187,80","7.907,78","","-2,10%"
"27.10.2022","8.109,98","8.099,43","8.230,93","8.092,16","","0,13%"
"26.10.2022","8.099,43","7.841,99","8.139,44","7.810,79","","3,28%"
"25.10.2022","7.841,99","7.834,92","7.939,69","7.731,14","","0,09%"
"24.10.2022","7.834,92","7.843,94","8.016,10","7.766,65","","-0,11%"
"21.10.2022","7.843,94","7.857,13","7.883,22","7.738,87","","-0,17%"
